Date,avg_pairwise_corr
2000-01-04 00:00:00-05:00,
2000-01-05 00:00:00-05:00,1.0
2000-01-06 00:00:00-05:00,0.9435809274744609
2000-01-07 00:00:00-05:00,0.845018221907313
2000-01-10 00:00:00-05:00,0.734889101084382
2000-01-11 00:00:00-05:00,0.7093100260910227
2000-01-12 00:00:00-05:00,0.7107930598789696
2000-01-13 00:00:00-05:00,0.6802987691256243
2000-01-14 00:00:00-05:00,0.6712275958918892
2000-01-18 00:00:00-05:00,0.6416911372861746
2000-01-19 00:00:00-05:00,0.5938802170460279
2000-01-20 00:00:00-05:00,0.5945416700686211
2000-01-21 00:00:00-05:00,0.5864228997314647
2000-01-24 00:00:00-05:00,0.5901372149600441
2000-01-25 00:00:00-05:00,0.5917011270438474
2000-01-26 00:00:00-05:00,0.6204379915894337
2000-01-27 00:00:00-05:00,0.6240730011199447
2000-01-28 00:00:00-05:00,0.6317511525821317
2000-01-31 00:00:00-05:00,0.6525000466551977
2000-02-01 00:00:00-05:00,0.6431783089796492
2000-02-02 00:00:00-05:00,0.58791559990007
2000-02-03 00:00:00-05:00,0.5932118860006875
2000-02-04 00:00:00-05:00,0.5734405187482279
2000-02-07 00:00:00-05:00,0.5729836032902818
2000-02-08 00:00:00-05:00,0.5998920577856918
2000-02-09 00:00:00-05:00,0.6093031236868736
2000-02-10 00:00:00-05:00,0.6102746373246961
2000-02-11 00:00:00-05:00,0.6181348442328081
2000-02-14 00:00:00-05:00,0.5935483799193572
2000-02-15 00:00:00-05:00,0.6030624553591687
2000-02-16 00:00:00-05:00,0.6359514335992461
2000-02-17 00:00:00-05:00,0.6422080434807887
2000-02-18 00:00:00-05:00,0.6640958994228611
2000-02-22 00:00:00-05:00,0.6554004854088843
2000-02-23 00:00:00-05:00,0.6185959641579853
2000-02-24 00:00:00-05:00,0.5466252904485235
2000-02-25 00:00:00-05:00,0.5192397484163567
2000-02-28 00:00:00-05:00,0.5170816868262291
2000-02-29 00:00:00-05:00,0.41059214237673614
2000-03-01 00:00:00-05:00,0.424284145038321
2000-03-02 00:00:00-05:00,0.42674739651858906
2000-03-03 00:00:00-05:00,0.4659412301637437
2000-03-06 00:00:00-05:00,0.4479529968757292
2000-03-07 00:00:00-05:00,0.4731086014394888
2000-03-08 00:00:00-05:00,0.4353710473562516
2000-03-09 00:00:00-05:00,0.4412908907324285
2000-03-10 00:00:00-05:00,0.41739659834292275
2000-03-13 00:00:00-05:00,0.40797157008355506
2000-03-14 00:00:00-05:00,0.40573084088348355
2000-03-15 00:00:00-05:00,0.4568351873035285
2000-03-16 00:00:00-05:00,0.5033282582122773
2000-03-17 00:00:00-05:00,0.47780769045228416
2000-03-20 00:00:00-05:00,0.4652168381135046
2000-03-21 00:00:00-05:00,0.48443295144963444
2000-03-22 00:00:00-05:00,0.495274637560928
2000-03-23 00:00:00-05:00,0.505869191951381
2000-03-24 00:00:00-05:00,0.5013617891112021
2000-03-27 00:00:00-05:00,0.5441555837737767
2000-03-28 00:00:00-05:00,0.5623570854029113
2000-03-29 00:00:00-05:00,0.569363245525824
2000-03-30 00:00:00-05:00,0.584106698299846
2000-03-31 00:00:00-05:00,0.5760632645550632
2000-10-30 00:00:00-05:00,0.23204874806551215
2000-10-31 00:00:00-05:00,0.22358540994890358
2000-11-01 00:00:00-05:00,0.2175572188796004
2000-11-02 00:00:00-05:00,0.21929829215891325
2000-11-03 00:00:00-05:00,0.22501464119657985
2000-11-06 00:00:00-05:00,0.22195026892434946
2000-11-07 00:00:00-05:00,0.22159396683773902
2000-11-08 00:00:00-05:00,0.2081820844786894
2000-11-09 00:00:00-05:00,0.11515781881831368
2000-11-10 00:00:00-05:00,0.1428722418656636
2000-11-13 00:00:00-05:00,0.14191190922844535
2000-11-14 00:00:00-05:00,0.09165827537788512
2000-11-15 00:00:00-05:00,0.08791600319618506
2000-11-16 00:00:00-05:00,0.04308834017918122
2000-11-17 00:00:00-05:00,0.05166588376626783
2000-11-20 00:00:00-05:00,0.050431412527121765
2000-11-21 00:00:00-05:00,0.06328364974482713
2000-11-22 00:00:00-05:00,0.0765831498923477
2000-11-24 00:00:00-05:00,0.0729170450566367
2000-11-27 00:00:00-05:00,0.07500269356699811
2000-11-28 00:00:00-05:00,0.39633661815629295
2000-11-29 00:00:00-05:00,0.43138306087751843
2000-11-30 00:00:00-05:00,0.4650407498774174
2000-12-01 00:00:00-05:00,0.45388934930010644
2000-12-04 00:00:00-05:00,0.4440655190691053
2000-12-05 00:00:00-05:00,0.580784342702244
2000-12-06 00:00:00-05:00,0.5614704847415681
2000-12-07 00:00:00-05:00,0.5371069086368657
2000-12-08 00:00:00-05:00,0.5624570652699457
2000-12-11 00:00:00-05:00,0.5653177567898919
2000-12-12 00:00:00-05:00,0.5494432046688075
2000-12-13 00:00:00-05:00,0.5460930795340075
2000-12-14 00:00:00-05:00,0.5588651287221746
2000-12-15 00:00:00-05:00,0.5619365690292293
2000-12-18 00:00:00-05:00,0.5648414063592764
2000-12-19 00:00:00-05:00,0.5244702757577424
2000-12-20 00:00:00-05:00,0.5198257001715798
2000-12-21 00:00:00-05:00,0.4930241938246767
2000-12-22 00:00:00-05:00,0.4930102651007975
2000-12-26 00:00:00-05:00,0.4944000397579531
2000-12-27 00:00:00-05:00,0.5189154686374826
2000-12-28 00:00:00-05:00,0.5039493237863962
2000-12-29 00:00:00-05:00,0.521885651102279
2001-01-02 00:00:00-05:00,0.541763325396457
2001-01-03 00:00:00-05:00,0.5458388060099923
2001-01-04 00:00:00-05:00,0.5012952775059415
2001-01-05 00:00:00-05:00,0.5368467204388447
2001-01-08 00:00:00-05:00,0.5635655952595028
2001-01-09 00:00:00-05:00,0.5761884132592839
2001-01-10 00:00:00-05:00,0.5589068672252457
2001-01-11 00:00:00-05:00,0.5546182508968662
2001-01-12 00:00:00-05:00,0.5726661835709308
2001-01-16 00:00:00-05:00,0.5632200761217864
2001-01-17 00:00:00-05:00,0.5693256495332495
2001-01-18 00:00:00-05:00,0.5696520799016931
2001-01-19 00:00:00-05:00,0.5647050578430852
2001-01-22 00:00:00-05:00,0.5776300084362972
2001-01-23 00:00:00-05:00,0.5728812157286275
2001-01-24 00:00:00-05:00,0.5553973057567303
2001-01-25 00:00:00-05:00,0.5442918072724279
2001-01-26 00:00:00-05:00,0.5494536564893407
2001-01-29 00:00:00-05:00,0.5529566755780285
2001-01-30 00:00:00-05:00,0.5536416494950855
2001-01-31 00:00:00-05:00,0.5409743576507011
2001-02-01 00:00:00-05:00,0.45035633658162694
2001-02-02 00:00:00-05:00,0.44551201891461545
2001-02-05 00:00:00-05:00,0.388387119981397
2001-02-06 00:00:00-05:00,0.4056561733697543
2001-02-07 00:00:00-05:00,0.38009468871023155
2001-02-08 00:00:00-05:00,0.3598216355972435
2001-02-09 00:00:00-05:00,0.3632422479232978
2001-02-12 00:00:00-05:00,0.3282723123677051
2001-02-13 00:00:00-05:00,0.3333514333839483
2001-02-14 00:00:00-05:00,0.34419486964399637
2001-02-15 00:00:00-05:00,0.3244997299786829
2001-02-16 00:00:00-05:00,0.32833417944634613
2001-02-20 00:00:00-05:00,0.45224059115088494
2001-02-21 00:00:00-05:00,0.43968144967434936
2001-02-22 00:00:00-05:00,0.4451172126430818
2001-02-23 00:00:00-05:00,0.441091383301911
2001-02-26 00:00:00-05:00,0.4813040153363415
2001-02-27 00:00:00-05:00,0.4798671721199838
2001-02-28 00:00:00-05:00,0.4879918722582215
2001-03-01 00:00:00-05:00,0.4814880200679186
2001-03-02 00:00:00-05:00,0.5137656382981901
2001-03-05 00:00:00-05:00,0.48838247805650814
2001-03-06 00:00:00-05:00,0.47186677570653723
2001-03-07 00:00:00-05:00,0.4834763065002585
2001-03-08 00:00:00-05:00,0.48088923540094813
2001-03-09 00:00:00-05:00,0.510631843983549
2001-03-12 00:00:00-05:00,0.6114490263759917
2001-03-13 00:00:00-05:00,0.6480397137841325
2001-03-14 00:00:00-05:00,0.6797115507266963
2001-03-15 00:00:00-05:00,0.7103385955031584
2001-03-16 00:00:00-05:00,0.7158826147660229
2001-03-19 00:00:00-05:00,0.7445464836841691
2001-03-20 00:00:00-05:00,0.7513277207888158
2001-03-21 00:00:00-05:00,0.7665181465530527
2001-03-22 00:00:00-05:00,0.7739101315285238
2001-03-23 00:00:00-05:00,0.7954160739166775
2001-03-26 00:00:00-05:00,0.7827231250925222
2001-03-27 00:00:00-05:00,0.7968493818366086
2001-03-28 00:00:00-05:00,0.7873974239323385
2001-03-29 00:00:00-05:00,0.7862731115581842
2001-03-30 00:00:00-05:00,0.781324970130633
2001-10-29 00:00:00-05:00,0.5814664422310039
2001-10-30 00:00:00-05:00,0.5848015614368245
2001-10-31 00:00:00-05:00,0.5754260935079335
2001-11-01 00:00:00-05:00,0.5864586380469061
2001-11-02 00:00:00-05:00,0.5876874440512985
2001-11-05 00:00:00-05:00,0.569613292510675
2001-11-06 00:00:00-05:00,0.558086444628281
2001-11-07 00:00:00-05:00,0.527636162298023
2001-11-08 00:00:00-05:00,0.5158134651734618
2001-11-09 00:00:00-05:00,0.5115998825380568
2001-11-12 00:00:00-05:00,0.506848069815466
2001-11-13 00:00:00-05:00,0.48416359163532674
2001-11-14 00:00:00-05:00,0.4532015407113995
2001-11-15 00:00:00-05:00,0.44226801495916634
2001-11-16 00:00:00-05:00,0.39351297588786355
2001-11-19 00:00:00-05:00,0.398153531108979
2001-11-20 00:00:00-05:00,0.35356137316219194
2001-11-21 00:00:00-05:00,0.3649786388574417
2001-11-23 00:00:00-05:00,0.3754406081176002
2001-11-26 00:00:00-05:00,0.38707465593240975
2001-11-27 00:00:00-05:00,0.5727259337040771
2001-11-28 00:00:00-05:00,0.5950465851389043
2001-11-29 00:00:00-05:00,0.5990563376424066
2001-11-30 00:00:00-05:00,0.5486092357178168
2001-12-03 00:00:00-05:00,0.578662506430221
2001-12-04 00:00:00-05:00,0.5850764744392398
2001-12-05 00:00:00-05:00,0.5869850085820737
2001-12-06 00:00:00-05:00,0.6087622020449288
2001-12-07 00:00:00-05:00,0.6119367395387436
2001-12-10 00:00:00-05:00,0.6178832672292642
2001-12-11 00:00:00-05:00,0.6105495149625524
2001-12-12 00:00:00-05:00,0.6094391684920555
2001-12-13 00:00:00-05:00,0.6544259552011868
2001-12-14 00:00:00-05:00,0.6484930455268355
2001-12-17 00:00:00-05:00,0.668424027884553
2001-12-18 00:00:00-05:00,0.667825842888745
2001-12-19 00:00:00-05:00,0.6752881308637968
2001-12-20 00:00:00-05:00,0.647876979831495
2001-12-21 00:00:00-05:00,0.6156921605464805
2001-12-24 00:00:00-05:00,0.6307782705121093
2001-12-26 00:00:00-05:00,0.6320253046084726
2001-12-27 00:00:00-05:00,0.5893696945138406
2001-12-28 00:00:00-05:00,0.5762542881397552
2001-12-31 00:00:00-05:00,0.6116301110416137
2002-01-02 00:00:00-05:00,0.5793837101907718
2002-01-03 00:00:00-05:00,0.5313688173152311
2002-01-04 00:00:00-05:00,0.5078155930164244
2002-01-07 00:00:00-05:00,0.4751486068036506
2002-01-08 00:00:00-05:00,0.5030937113855859
2002-01-09 00:00:00-05:00,0.48146069189245566
2002-01-10 00:00:00-05:00,0.4957219222352276
2002-01-11 00:00:00-05:00,0.5264177105245058
2002-01-14 00:00:00-05:00,0.4928435169362161
2002-01-15 00:00:00-05:00,0.5035394773259125
2002-01-16 00:00:00-05:00,0.5465804306413664
2002-01-17 00:00:00-05:00,0.5470693945651735
2002-01-18 00:00:00-05:00,0.5233455476105541
2002-01-22 00:00:00-05:00,0.5178321978312767
2002-01-23 00:00:00-05:00,0.5342342160170913
2002-01-24 00:00:00-05:00,0.5229292179066793
2002-01-25 00:00:00-05:00,0.5078825384843448
2002-01-28 00:00:00-05:00,0.5124496318265187
2002-01-29 00:00:00-05:00,0.6315421857646326
2002-01-30 00:00:00-05:00,0.5503365013579066
2002-01-31 00:00:00-05:00,0.5727542661121081
2002-02-01 00:00:00-05:00,0.5539706328806424
2002-02-04 00:00:00-05:00,0.5988318570270316
2002-02-05 00:00:00-05:00,0.5891304514546635
2002-02-06 00:00:00-05:00,0.5850372607315519
2002-02-07 00:00:00-05:00,0.5893926003437278
2002-02-08 00:00:00-05:00,0.6113768351639124
2002-02-11 00:00:00-05:00,0.6180007118597715
2002-02-12 00:00:00-05:00,0.6163413453390715
2002-02-13 00:00:00-05:00,0.6126837943429653
2002-02-14 00:00:00-05:00,0.6104091351805218
2002-02-15 00:00:00-05:00,0.6021688961633498
2002-02-19 00:00:00-05:00,0.6310780221019955
2002-02-20 00:00:00-05:00,0.6713221592347625
2002-02-21 00:00:00-05:00,0.6698559646165515
2002-02-22 00:00:00-05:00,0.6588970612781286
2002-02-25 00:00:00-05:00,0.6942466734990757
2002-02-26 00:00:00-05:00,0.6942618609403842
2002-02-27 00:00:00-05:00,0.6632361513351174
2002-02-28 00:00:00-05:00,0.7426499028628282
2002-03-01 00:00:00-05:00,0.7393509487979865
2002-03-04 00:00:00-05:00,0.7903110616749749
2002-03-05 00:00:00-05:00,0.7345035517631238
2002-03-06 00:00:00-05:00,0.7477300462910806
2002-03-07 00:00:00-05:00,0.756499560354195
2002-03-08 00:00:00-05:00,0.7617716255662109
2002-03-11 00:00:00-05:00,0.7487531892932104
2002-03-12 00:00:00-05:00,0.7389249162543199
2002-03-13 00:00:00-05:00,0.7433621549200189
2002-03-14 00:00:00-05:00,0.7545393135086345
2002-03-15 00:00:00-05:00,0.766107715219972
2002-03-18 00:00:00-05:00,0.7614228897607757
2002-03-19 00:00:00-05:00,0.6868935033137843
2002-03-20 00:00:00-05:00,0.7193240052673381
2002-03-21 00:00:00-05:00,0.7094112030976479
2002-03-22 00:00:00-05:00,0.7383917779004554
2002-03-25 00:00:00-05:00,0.7210318836310388
2002-03-26 00:00:00-05:00,0.729034562327842
2002-03-27 00:00:00-05:00,0.7202040688263477
2002-03-28 00:00:00-05:00,0.7328530389427864
2002-04-01 00:00:00-05:00,0.7282949068629738
2002-04-02 00:00:00-05:00,0.6397588267196933
2002-04-03 00:00:00-05:00,0.6808234026219349
2002-04-04 00:00:00-05:00,0.6237794416497987
2002-04-05 00:00:00-05:00,0.6240969611676367
2002-10-28 00:00:00-05:00,0.37443885319575865
2002-10-29 00:00:00-05:00,0.37061309358885197
2002-10-30 00:00:00-05:00,0.38290405605213423
2002-10-31 00:00:00-05:00,0.37726791648189745
2002-11-01 00:00:00-05:00,0.3879727859173321
2002-11-04 00:00:00-05:00,0.32874321980018667
2002-11-05 00:00:00-05:00,0.33306738477498776
2002-11-06 00:00:00-05:00,0.33849365010824883
2002-11-07 00:00:00-05:00,0.39195217209166827
2002-11-08 00:00:00-05:00,0.39863297448683077
2002-11-11 00:00:00-05:00,0.39223057306735026
2002-11-12 00:00:00-05:00,0.4032840299778329
2002-11-13 00:00:00-05:00,0.39430907835304746
2002-11-14 00:00:00-05:00,0.4306345333549188
2002-11-15 00:00:00-05:00,0.43620683530314763
2002-11-18 00:00:00-05:00,0.4378673393372801
2002-11-19 00:00:00-05:00,0.4355006130687757
2002-11-20 00:00:00-05:00,0.4588135151943084
2002-11-21 00:00:00-05:00,0.47427038796070414
2002-11-22 00:00:00-05:00,0.47319614497702533
2002-11-25 00:00:00-05:00,0.7372022110802182
2002-11-26 00:00:00-05:00,0.7638626695228099
2002-11-27 00:00:00-05:00,0.7819082917869251
2002-11-29 00:00:00-05:00,0.7938652939635378
2002-12-02 00:00:00-05:00,0.7856404497905113
2002-12-03 00:00:00-05:00,0.7920521970413628
2002-12-04 00:00:00-05:00,0.7810051056458914
2002-12-05 00:00:00-05:00,0.7933305160128921
2002-12-06 00:00:00-05:00,0.7501998545270193
2002-12-09 00:00:00-05:00,0.7607475070011247
2002-12-10 00:00:00-05:00,0.7780832652086471
2002-12-11 00:00:00-05:00,0.7820654703969336
2002-12-12 00:00:00-05:00,0.7830476410444553
2002-12-13 00:00:00-05:00,0.7636827250669539
2002-12-16 00:00:00-05:00,0.7853735088290528
2002-12-17 00:00:00-05:00,0.7870496125723311
2002-12-18 00:00:00-05:00,0.8034897798837325
2002-12-19 00:00:00-05:00,0.7592993557147019
2002-12-20 00:00:00-05:00,0.7632572125874266
2002-12-23 00:00:00-05:00,0.7621281672600371
2002-12-24 00:00:00-05:00,0.769951753107461
