Date,avg_vol,avg_corr,z_vol,z_corr,stress_index,stress_index_smooth
2000-01-04 00:00:00-05:00,,,,,,
2000-01-05 00:00:00-05:00,0.029759633938459058,1.0,0.17164516427845408,1.9107991959696984,1.0412221801240762,1.0412221801240762
2000-01-06 00:00:00-05:00,0.04772003118051349,0.9435809274744609,0.8623761857171085,1.5880781324545563,1.2252271590858324,1.0746776308443953
2000-01-07 00:00:00-05:00,0.04142920807106125,0.845018221907313,0.6204401854427183,1.0242925234450997,0.822366354443909,1.0288028533170341
2000-01-10 00:00:00-05:00,0.03887318253993186,0.734889101084382,0.5221391232698681,0.39434620555985633,0.4582426644148622,0.9250646371530028
2000-01-11 00:00:00-05:00,0.03593307166793045,0.7093100260910227,0.40906669183136785,0.24803209729702091,0.3285493945641944,0.816607320318674
2000-01-12 00:00:00-05:00,0.03475239246170194,0.7107930598789696,0.36365946931181115,0.25651515488465604,0.3100873120982336,0.7245127733695029
2000-01-13 00:00:00-05:00,0.035987761700691644,0.6802987691256243,0.41116999175745184,0.08208566672522585,0.24662782924133886,0.6376246017098367
2000-01-14 00:00:00-05:00,0.03557592283182496,0.6712275958918892,0.3953312617601923,0.030197917737578003,0.21276458974888515,0.5603773268078455
2000-01-18 00:00:00-05:00,0.03592865563769898,0.6416911372861746,0.40889685766615547,-0.13875270316091948,0.135072077252618,0.48304909961598586
2000-01-19 00:00:00-05:00,0.035119917899282524,0.5938802170460279,0.37779396853715713,-0.4122345300830702,-0.017220280772956537,0.39209103045435995
2000-01-20 00:00:00-05:00,0.034557997171229614,0.5945416700686211,0.3561833062993134,-0.4084509722654551,-0.02613383298307087,0.31605014619300886
2000-01-21 00:00:00-05:00,0.033612783185648774,0.5864228997314647,0.31983173718091934,-0.4548909096900962,-0.06752958625458844,0.24630837665708208
2000-01-24 00:00:00-05:00,0.032958758948473076,0.5901372149600441,0.29467890657802936,-0.43364476530771484,-0.06948292936484274,0.18889177556218664
2000-01-25 00:00:00-05:00,0.032284522941091395,0.5917011270438474,0.26874876039067275,-0.4246990781785849,-0.07797515889395606,0.14037051475197887
2000-01-26 00:00:00-05:00,0.03306384126642713,0.6204379915894337,0.29872022124592484,-0.26032219154961456,0.019199014848155144,0.11833933295128364
2000-01-27 00:00:00-05:00,0.03235283512884598,0.6240730011199447,0.27137594878681515,-0.2395296813387606,0.015923133724027275,0.0997182058190552
2000-01-28 00:00:00-05:00,0.032868806727559166,0.6317511525821317,0.291219473660418,-0.1956101148732598,0.0478046793935791,0.090279382832605
2000-01-31 00:00:00-05:00,0.03355358207950791,0.6525000466551977,0.3175549478669711,-0.07692498124239806,0.12031498331228652,0.095740401101638
2000-02-01 00:00:00-05:00,0.03288594377903793,0.6431783089796492,0.29187853998912133,-0.13024597646259406,0.08081628176326364,0.09302692485829721
2000-02-02 00:00:00-05:00,0.030799065965186768,0.58791559990007,0.21162022361937743,-0.44635255972513543,-0.117366168052879,0.054773635238083346
2000-02-03 00:00:00-05:00,0.030965525912309232,0.5932118860006875,0.21802203354345304,-0.4160574306746174,-0.0990176985655822,0.02681157454650779
2000-02-04 00:00:00-05:00,0.03005007823773,0.5734405187482279,0.1828152338934346,-0.5291510421297494,-0.1731679041181574,-0.00954833066524952
2000-02-07 00:00:00-05:00,0.03008968663753638,0.5729836032902818,0.18433851592818548,-0.5317646306898615,-0.17371305738083798,-0.03939646279535652
